Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
dead ringer,A duplicate of the exact nature,the car that is parked in that garage is a dead ringer of the car that my dad used to own a couple of years back .,the car that is parked in that garage is identical to the car that my dad used to own a couple of years back .,O O O O O O O O O O B I O O O O O O O O O O O O O O O,O O O O O O O O O B O O O O O O O O O O O O O O O
dead ringer,A duplicate of the exact nature,"i used to have a gold necklace which had a dead ringer fake , you would never be able to find out which is the real one .","i used to have a gold necklace which had a fake that looked just like it , you would never be able to find out which is the real one .",O O O O O O O O O O B I O O O O O O O O O O O O O O O O,O O O O O O O O O O O B I I I I O O O O O O O O O O O O O O O
flog a dead horse,waste energy on something that has no chance of succeeding,"he keeps trying to get his manuscripts published , but i think he is flogging a dead horse .","he keeps trying to get his manuscripts published , but i think he is wasting his energy .",O O O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O O O B O I O
flog a dead horse,waste energy on something that has no chance of succeeding,there ' s no use trying to keep this business going and we are flogging a dead horse .,there ' s no use trying to keep this business going and we are wasting our time and effort .,O O O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O O O B I I O I O
flog a dead horse,waste energy on something that has no chance of succeeding,"i ' ve told him numerous times to manage his routine effectively , but i think i ' ve just been flogging a dead horse .","i ' ve told him numerous times to manage his routine effectively , but i think its a fruitless effort .",O O O O O O O O O O O O O O O O O O O B I I O I I O,O O O O O O O O O O O O O O O O B O I I O
flog a dead horse,waste energy on something that has no chance of succeeding,you ' re flogging a dead horse trying to persuade him to come with us - he hates going out at night .,you ' re making no progress trying to persuade him to come with us - he hates going out at night .,O O O B I I I O O O O O O O O O O O O O O O O,O O O B I I O O O O O O O O O O O O O O O O
not at all,not even a little bit,would it bother you if i open the window to let in some fresh air ? not at all .,would it bother you if i open the window to let in some fresh air ? no it would not .,O O O O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O O O B O O O O
not at all,not even a little bit,did you enjoy the ballet this weekend ? not at all .,did you enjoy the ballet this weekend ? no i did not .,O O O O O O O O O B I O,O O O O O O O O B I O O O
not at all,not even a little bit,she was not at all polite to his new girlfriend when they met over the weekend .,she was not polite to his new girlfriend when they met over the weekend .,O O O B I O O O O O O O O O O O O,O O O O O O O O O O O O O O O
back door,to take indirect or unofficial route to get something done,the agency was given to him because he slid into the contract through the back door .,the agency was given to him because he slid into the contract through the indirect route .,O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O B I O
back door,to be dishonest in order to do something which is either of meaning or value,"she thinks that as long as the purpose is true , using the back - door to achieve it is absolutely fine .","she thinks that as long as the purpose is true , using the dishonest route to achieve it is absolutely fine .",O O O O O O O O O O O O O B I I O O O O O O O,O O O O O O O O O O O O O B I O O O O O O O
back door,to take indirect or unofficial route to get something done,my mother would never use the backdoor because she would always prefer to be upfront and straightforward about everything .,my mother would never be indirect because she would always prefer to be upfront and straightforward about everything .,O O O O B I I O O O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O O
keep an eye on,keep a watch on something or someone closely,i keep an eye on my children because it helps me not worry about them all the time .,i always keep watch on my children because it helps me not worry about them all the time .,O O B I O O O O O O O O O O O O O O O,O B O I O O O O O O O O O O O O O O O
keep an eye on,keep a watch on something or someone closely,my husband kept an eye on the workers at his office because he suspected they were stealing .,my husband watched the workers at his office carefully because he suspected they were stealing .,O O B I I I O O O O O O O O O O O O,O O B O O O O O I O O O O O O O
keep an eye on,keep a watch on something or someone closely,"you should always keep an eye on the people that are responsible for taking care of your children , even if you are busy .","you should always supervise the people that are responsible for taking care of your children , even if you are busy .",O O O B I I I O O O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O O O
keep an eye on,keep a watch on something or someone closely,i am never able to keep an eye on the monuments that i cross while driving since i am so focussed on the roads .,i am never able to watch the monuments that i cross while driving since i am so focussed on the roads .,O O O O O B I I O O O O O O O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O O O O O
